TARGET_BAD_FLAG,TARGET_LOSS_AMT,LOAN,IMP_MORTDUE,M_MORTDUE,IMP_VALUE,M_VALUE,IMP_YOJ,M_YOJ,IMP_DEROG,M_DEROG,IMP_DELINQ,M_DELINQ,IMP_CLAGE,M_CLAGE,IMP_NINQ,M_NINQ,IMP_CLNO,M_CLNO,IMP_DEBTINC,M_DEBTINC,FLAG.Job.Mgr,FLAG.Job.Office,FLAG.Job.Other,FLAG.Job.ProfExe,FLAG.Job.Sales,FLAG.Job.Self,FLAG.Reason.DebtCon,FLAG.Reason.HomeImp
0,0,17757.72,54579,0,124576,0,12.6,0,0,0,0,0,259.0,0,1,0,52,0,28.31,0,0,0,0,0,0,1,1,0
0,0,10530.07,130323,0,103424,0,3.1,0,0,0,1,0,61.4,0,1,0,16,0,32.44,0,0,1,0,0,0,0,0,1
0,0,7390.76,84075,0,139569,0,8.0,0,0,0,0,0,83.8,0,0,0,18,0,36.75,0,1,0,0,0,0,0,1,0
0,0,39671.44,123813,0,125848,0,3.2,0,0,0,0,0,82.3,0,4,0,22,0,46.29,0,0,1,0,0,0,0,0,1
1,15538.44,37113.25,111791,0,44911,0,5.0,0,0,0,1,0,166.3,0,2,0,23,0,33.0,1,0,0,0,1,0,0,1,0
0,0,3941.86,104530,0,0,0,8.3,0,0,0,1,0,201.3,0,3,0,17,0,38.97,0,0,1,0,0,0,0,0,1
1,12514.1,33139.57,27987,0,39541,0,13.4,0,0,0,0,0,204.0,0,0,0,26,0,28.73,0,0,1,0,0,0,0,0,1
1,3594.36,20825.91,129378,0,93841,0,18.3,0,0,0,0,0,270.7,0,1,0,19,0,29.72,0,0,0,0,0,1,0,0,1
0,0,24328.12,120791,0,129418,0,0.8,0,0,0,1,0,94.9,0,3,0,6,0,36.84,0,0,0,0,1,0,0,1,0
1,17813.81,7120.99,93900,0,74499,0,9.0,1,1,0,0,0,180.0,1,1,1,17,0,25.13,0,0,0,0,0,1,0,0,1
0,0,12706.68,148023,0,125115,0,7.2,0,0,0,0,0,3.6,0,1,0,12,0,23.95,0,0,0,1,0,0,0,1,0
0,0,2929.56,34680,0,0,0,3.0,0,0,0,0,0,132.2,0,4,0,23,0,25.61,0,0,1,0,0,0,0,1,0
0,0,34396.33,36725,0,72624,0,9.0,1,0,0,0,1,171.6,0,1,0,16,0,40.94,0,0,0,1,0,0,0,0,1
0,0,21386.8,44344,0,124859,0,3.9,0,2,0,0,0,189.8,0,0,0,19,0,33.0,1,0,0,0,1,0,0,0,1
0,0,5153.94,86307,0,99395,0,14.9,0,0,1,0,0,208.5,0,0,0,10,0,37.31,0,0,0,0,1,0,0,1,0
0,0,18652.78,73000,1,89070,0,11.0,0,0,0,0,0,207.8,0,3,0,21,1,20.4,0,0,1,0,0,0,0,0,1
0,0,1472.52,21744,0,46742,0,0.9,0,1,0,0,0,221.6,0,0,0,23,0,33.0,1,0,0,1,0,0,0,1,0
0,0,14803.56,81400,0,26473,0,10.2,0,0,0,2,0,148.0,0,0,0,14,0,33.37,0,0,0,1,0,0,0,0,1
1,9569.82,35004.6,72796,0,138744,0,8.5,0,1,0,0,0,245.9,0,0,0,23,0,43.2,0,0,0,1,0,0,0,0,1
0,0,5433.47,114788,0,53802,0,8.4,0,0,1,0,0,153.5,0,0,0,32,0,24.2,0,0,0,0,0,1,0,0,1
1,13532.29,26221.41,93095,0,218636,0,3.3,0,1,0,1,0,256.6,0,2,0,40,0,29.22,0,0,0,0,0,0,1,1,0
